hour,day,temperature,humidity,energy_usage
14,1,2.3436279022031417,38.960479121379635,89.83508306628458
15,1,3.322654659872776,41.796431296961316,82.8438879293013
16,1,2.816679122146439,35.92045232425723,95.744527949777
17,1,0.6834782994892563,39.05508747979777,83.85481697027431
18,1,-0.23129656477648106,52.48317307489947,62.83745412746443
19,1,-0.26146565406926225,58.35188096004003,71.97300363981074
20,1,-1.6172980185792403,62.00084802600249,50.257692198508565
21,1,1.4892437713451054,54.071819252542134,75.34140138787039
22,1,4.0787224580804216,62.98608515127143,91.06001503363896
23,1,9.526054001412614,69.17007257435147,108.16202096774758
0,2,10.687236579136922,72.43609097315213,110.31039211471136
1,2,9.06211014029974,73.1550533387938,103.26262915503274
2,2,15.648167938789591,68.04177568709896,159.52408466991176
3,2,16.300903251032842,65.79605465642213,153.03243348562472
4,2,17.306410037232467,60.42432729180552,164.05145676101148
5,2,20.882610840572422,58.60447777314283,179.2062531875761
6,2,22.0619990449919,51.564328257454555,199.26952749287815
7,2,21.521818501123082,45.152307398186025,190.78439777329015
8,2,16.981818991399113,38.658156004313106,171.78395585437676
9,2,16.452643060163048,36.264321501481454,172.69972445902079
10,2,15.662526862807129,35.102448818507604,160.441180268554
11,2,14.539280705269928,32.01886041870894,158.38225242044925
12,2,9.041651524309422,31.904132091726268,136.26723952320035
13,2,7.040491595647158,37.39509278097456,116.0579931243076
14,2,2.7873300519879463,34.00531153804416,92.58670595305945
15,2,0.5365189399731873,32.61287177390325,80.37941454836815
16,2,2.964797606944014,44.41803392997084,82.00904155200745
17,2,3.053221794250961,37.992627409605,96.59129860233625
18,2,-0.1440202431606677,44.592933096303554,62.922646583374544
19,2,2.3478075328933636,56.85561722565075,74.70660159857042
20,2,2.0630180122508825,62.58198333893289,70.93897218565762
21,2,1.6386926789242742,57.916879506210975,77.20776836531608
22,2,5.722791211016824,65.40642067075501,96.42661541367481
23,2,10.487882681906722,66.28809736468307,116.54708025373151
0,3,9.928347921780096,67.56661838559202,117.31176288166972
1,3,15.71747776265322,74.03650540714611,145.800000330288
2,3,9.76050979182051,70.85303539342503,107.015322984537
3,3,18.714872820615923,64.04652472446242,160.67722154032504
4,3,18.834348174320727,57.27019036442536,171.17158127362546
5,3,19.06124356195895,48.42813255094971,177.94341641532623
6,3,20.183521553071003,57.10092469390975,176.37073330857947
7,3,15.6841204336889,47.78418859937418,167.93567898851623
8,3,18.220910262169365,36.46665447963431,181.54207021396144
9,3,17.78529295488897,39.455861864393505,175.1961289171794
10,3,17.955788089483033,32.3283738214381,172.33397716415917
11,3,11.551650014477914,29.245935949906915,145.50074822723735
12,3,8.383012794213627,32.17605764144801,112.69361137035108
13,3,6.408295461805719,26.973992224655007,115.15150919164668
14,3,6.830804235404151,30.96070932676067,113.98958485767919
15,3,3.586434407453898,36.465169697266774,93.83809429837811
16,3,0.2802255546215404,37.502744035573926,66.16899290007996
17,3,1.3672766033360275,48.16904514928721,74.21668586260323
18,3,0.19415509869608077,59.345332518391295,56.090952884962036
19,3,2.278031718175094,51.40489023901469,71.96610604701577
20,3,-0.06436022559909027,51.674373518479776,68.7704150040336
21,3,2.273607894938986,54.13343478634964,87.30082288645336
22,3,4.215783693735681,66.56816736821385,83.0516285785849
23,3,4.484779652710547,66.00269357515045,82.74888373175114
0,4,10.592240554129152,71.0393025053354,118.38490375552803
1,4,13.110300995384986,69.98150488591187,137.84408877248995
2,4,15.010226913284923,59.304423842618284,153.5039104744791
3,4,16.601893545115182,55.06771647632392,176.26224166159815
4,4,15.829512553743557,61.479666201730474,153.4912958602236
5,4,18.817967617359965,55.853525075650204,177.0834912114619
6,4,19.314570966946462,47.87091000816724,190.3819895977397
7,4,18.054703724447446,36.537901172288066,189.09462248407655
8,4,18.33768261451237,42.35695631382496,169.41979932087185
9,4,17.879169525494554,42.217362103388766,175.34144628744394
10,4,18.77237180242106,34.06940412540584,189.24976077864585
11,4,12.937346076688888,26.444114021393307,168.50607877576869
12,4,10.51510078144553,30.22276082785576,140.98310291205385
13,4,7.262917717442457,23.850913069550206,119.96162513292954
14,4,1.1624575694019197,37.969295493505186,76.78162433807006
15,4,2.875904437236095,36.26708604891674,100.26862813751089
16,4,1.460206382037671,31.159215441233833,86.70487808405585
17,4,5.267225962079888,43.32024729573118,90.77641326521608
18,4,-0.38472192956224505,52.31650755117115,60.9023547449343
19,4,0.9438364217765403,53.511142797172795,69.85528503154914
20,4,1.270322422745128,58.620521392799134,71.10013064892227
21,4,0.5915761128954586,58.020124588494596,62.37865717063556
22,4,7.2856456290300375,70.15321301109705,93.28066954897419
23,4,8.915675614348332,66.07617052568567,100.68742954600883
0,5,11.582063894086094,59.21777311497483,133.50024436096697
1,5,10.76941554143573,67.4622296724294,120.99606098813757
2,5,17.805588621872197,72.22625665354053,160.2464230285072
3,5,14.267365686280915,62.207488390731214,154.41544459078608
4,5,19.833968225444927,68.6899249256176,174.58448341412995
5,5,24.04016951451064,57.321220644793,200.63464313330203
6,5,18.01892734973862,51.69379081140183,175.2173487274119
7,5,18.52666280368514,44.181627768361544,180.51772641638678
8,5,18.859556768019672,39.65856896117855,189.3595783867432
9,5,16.064116503633077,34.54074620067153,171.67546921738904
10,5,11.898673137867736,31.168144963898598,146.1872881094948
11,5,12.725316400637263,33.335819284554375,154.7861080963831
12,5,7.875392572547792,25.320843851047172,132.86896271900713
13,5,8.358994410245154,25.30201433059733,119.86412130079958
14,5,3.161151531532396,27.063516669934334,104.93791874653535
15,5,6.028800998169608,46.08613711465481,101.85342748769759
16,5,-0.22676062251685614,42.651714508352896,70.2964353461279
17,5,-0.30338129530203584,46.346080106350314,70.68391836540656
18,5,1.6270344347393395,44.71242664853283,72.9440768944089
19,5,-2.120986895758595,58.293092405424545,55.36008362655869
20,5,1.7946658313638733,59.41714326773336,68.72062613641901
21,5,5.543217696699379,65.2129803293897,80.66377710838488
22,5,1.7850335308775414,62.43740649637098,67.71768301066754
23,5,7.781077266039392,70.11986081286925,104.09237463725324
0,6,10.519765588496847,67.88083230896758,113.93107008802716
1,6,14.151836194579829,65.49046074063044,148.6525216695574
2,6,12.526098578243836,70.99103975472501,138.0813902810549
3,6,14.430154585696922,56.45359658108094,157.66223827997445
4,6,19.70413716907818,62.82388132157075,176.392892120837
5,6,20.253227609357058,58.598811569815396,182.91529861124306
6,6,20.500985700691754,45.6017816222438,183.7354784211155
7,6,20.352154681884635,40.72197679228725,196.0379608269577
8,6,17.300204594687408,38.884871593667995,177.61800848963287
9,6,17.53557520618748,37.26804542858015,178.9514492549741
10,6,15.586144946597363,31.915216965240102,175.41467530763117
11,6,11.159487614972473,32.84929577517803,138.93116571856103
12,6,13.731549022289515,38.814898262686995,148.61958823071748
13,6,8.359475390798366,28.14289962847006,126.77109129644244
14,6,2.6173930055947054,24.10359207079412,91.35799196528292
15,6,4.242039405402188,39.98748229142231,93.20739396305011
16,6,-0.6096173782990248,48.41657287963764,66.54812168317652
17,6,1.9149109445942194,46.78746091320521,74.89445964661364
18,6,2.317191158014808,44.56125662323166,85.85027452710378
19,6,-1.3006228995941056,54.5569190858744,49.004544887116616
20,6,3.266498220644258,54.407382578941835,86.08240197707269
21,6,3.7544940420075195,67.35641309354568,81.32912322547931
22,6,6.644120319988977,60.56405606219659,95.09443063106363
23,6,11.205395514282678,67.81787259164037,114.90780798341801
0,7,9.509223767994259,64.97831086853047,104.6555503194938
1,7,11.080718122310229,69.95263995145619,119.0395860247791
2,7,13.220971140748954,65.48879968999998,143.59633913375978
3,7,15.439447241934598,65.02594613998227,151.474902320154
4,7,18.50605061901618,60.11175277483183,176.9495351474686
5,7,20.34156221252397,50.24308576342987,183.14617109067285
6,7,20.55338159866004,53.13438531764511,189.73524613501047
7,7,21.313624760962732,44.57979083873401,190.34999363791525
8,7,18.686257821600204,35.05735496067051,179.73499063446096
9,7,19.97813596618011,47.06249715729801,182.8948629782636
10,7,14.470686333524087,35.061642757896855,156.49777773207205
11,7,18.028528784204447,29.915180707222103,170.05913327325032
12,7,11.251334695530014,37.07602263350912,136.80708865731052
13,7,5.697494436142227,39.89056152115167,106.48617805126653
14,7,2.858215003877778,31.952744812741795,99.65649567049832
15,7,3.8938770186208993,37.594851808442854,98.28491976268289
16,7,0.8928203915039162,35.059985909985286,84.3735709608467
17,7,1.7687427252934993,44.08765534410953,80.74241518348958
18,7,0.9464752491470897,49.00468723120064,71.893096424885
19,7,0.19508391179556978,56.100516070158676,57.12117872864836
20,7,-0.3538414739811955,61.66380239318505,59.4879983853335
21,7,-0.10076226123720655,66.94127786787125,61.93845083466694
22,7,4.106970095865954,68.50872135718856,88.56767954758767
23,7,9.124607137621728,63.26480339263554,114.83388624942472
0,8,10.428187488260408,65.30766447129457,125.68902237868187
1,8,10.096712893601232,66.58647842846301,114.61852624797368
2,8,15.346361851702364,65.90930511607262,147.14506856973503
3,8,17.84170257132315,69.39600707609152,163.72833069874184
4,8,16.89253916544212,54.185305065735434,171.8350607859001
5,8,19.96670847478174,53.38930566119692,182.0720045770063
6,8,20.116417436892,54.76504749107025,182.78733364317912
7,8,17.37331766722944,43.324231725466525,178.2994322663195
8,8,19.375828758540955,42.30207824921413,178.7590045702165
9,8,18.192636864601944,35.16015416162953,188.49119780317758
10,8,17.166102486350553,33.963408210934844,169.45312786074692
11,8,14.695794555095015,29.539120755170927,151.70465573111832
12,8,7.24466126408582,33.33532736364177,119.6059776812211
13,8,5.536159469144546,22.956201437186454,122.10679968798212
14,8,6.030070534417322,30.862931882368496,112.65115238257043
15,8,3.9565040899589468,37.34072775974058,97.79654147307713
16,8,2.369841334767714,42.668476240030955,82.06164332751428
17,8,8.046204718418757,52.28838221171873,103.66568673698784
18,8,1.141781021386334,48.04487666567211,63.96191992613003
19,8,2.611873017470513,62.57378971135477,60.816280679263556
20,8,3.247749489142019,56.70488086670165,80.2074146667192
21,8,4.231714690746118,70.78536768145418,85.25756777283915
22,8,4.369461510719305,71.40784370918063,82.86405422314654
23,8,8.929747989961319,64.75122362762025,112.80293532023134
0,9,8.454349570924856,71.53519618625911,114.42273748969241
1,9,12.11455323754519,69.06233734812042,130.27362222189626
2,9,14.029272904341793,70.44843104406377,139.30887349813898
3,9,17.23481609063812,63.025777681564406,157.63963539602352
4,9,23.289571171191405,58.46376887169134,205.98728827281616
5,9,15.924727877707188,62.021853815864674,160.90470963926268
6,9,21.372520380749027,49.50639552772164,187.3913955602877
7,9,16.43382652051138,48.95573071890842,161.4946871669872
8,9,17.716390306265524,38.873242574779006,184.07090291642706
9,9,19.24896900580021,44.19118067240667,176.03311402262156
10,9,15.128560038190926,29.287818777633763,175.26806158964885
11,9,10.432700895166597,27.610765817982706,127.16399803241328
12,9,8.569392581480065,37.62258590557951,131.14864594356044
13,9,8.771005046844143,28.456751519742365,129.47293307913415
14,9,3.5392667365657293,40.68486345513318,92.94687407054643
15,9,3.3618493672984786,40.31706727424311,88.70235321229656
16,9,1.4308896419632455,39.226751467195825,88.33446768134408
17,9,-0.9624589581023189,35.75715173786379,71.18516536967182
18,9,4.287888178650651,49.90340847864081,81.97171860945559
19,9,1.6085797817453378,55.68453116971753,61.946825280832826
20,9,-2.7105392111596,65.83608866652186,45.75549163883323
21,9,3.3018408176733782,72.08437150493151,73.39059485634859
22,9,3.6764270704632205,63.895572179970024,73.83500907545354
23,9,9.116676218567232,73.32442534572228,106.05601034153814
0,10,8.4149585231346,73.82701078006674,102.29161406026863
1,10,12.358717568091409,74.6855800378336,127.08543861409892
2,10,16.009974557960913,69.81395763636648,153.77251202986335
3,10,18.80257820020572,54.4296471689221,181.3321849657532
4,10,16.259661223732834,59.2228878373612,164.89156141967442
5,10,18.99025579120879,49.39784302746584,176.30441195605067
6,10,19.050109377678087,48.98697113540963,182.60163696483158
7,10,18.35259979774326,49.72364027861906,176.87597271975758
8,10,22.191162518406582,41.52575417937487,192.19254476703537
9,10,17.881031233787386,41.598318708256215,177.66822855013564
10,10,12.47823209132991,34.388261527878925,159.48039138229865
11,10,14.423914345134762,24.189853775874116,162.774968309697
12,10,14.244312394025268,17.395764967136326,154.5527660879312
13,10,9.476740070077085,31.42552728261658,129.23408961359502
14,10,1.9612600680919758,31.609859592555395,82.93280954931593
15,10,1.9604640424020263,30.97313567935963,91.56271209489627
16,10,3.8735682605288635,31.496863751743103,97.58348034755404
17,10,-1.0745971941282462,41.149903030586046,63.53825398380135
18,10,0.8876388562924569,49.027542575676115,68.26860166434513
19,10,1.8900098439679889,58.505770020582354,69.47673443858034
20,10,-0.5141149810005514,60.9431554078399,58.338965824944516
21,10,2.8098814760109225,72.1824718595946,67.02592853168413
22,10,-1.4825346801381487,62.14248779546179,49.577317296571174
23,10,5.3630342663062045,73.72381098606853,93.05857012094478
0,11,9.49486369721368,70.23649371564363,110.42906674576179
1,11,10.092624087095508,72.7918621463743,117.49059533416134
2,11,18.26482260786327,65.13793375936105,165.1815559154733
3,11,14.21078505594421,69.5005374931839,144.98482674327065
4,11,17.78016506445042,61.476123791726216,160.9539274787413
5,11,19.92073941746287,51.77915597746167,174.99417653871498
6,11,22.88254657813223,49.93987985543406,196.49933033948417
7,11,16.787533960531807,43.62583980326409,173.76256582600243
8,11,20.98658154215431,42.445891753188974,188.73046653464988
9,11,17.09153393390465,29.958980629396507,175.7746403981943
10,11,13.036982697904097,32.53273341373276,164.55503385140196
11,11,13.51239739955175,32.65801973746529,144.59404815602866
12,11,10.398119391146942,30.165116535965165,133.13286870819962
13,11,6.211375794657203,37.416189696163606,119.24361401704864
14,11,5.13960416998004,36.54960579466648,102.20022459259084
15,11,2.1583049944110084,35.82046039256531,82.28030113641236
16,11,1.566780652658114,41.08344548748836,84.4757710667576
17,11,1.6650030861514087,46.30194685535959,75.79093592259213
18,11,3.172033632290704,52.01649802083411,78.11037717581642
19,11,-2.1348892605443828,46.048090923727365,57.60409460771127
20,11,5.605812711468148,58.49236852115327,86.8320812120059
21,11,-0.9752434109104811,56.71994028276382,54.60528967775983
22,11,4.69642980992883,73.7119128129862,81.05820800497732
23,11,8.588443961943938,69.01426892576673,100.79191009543108
0,12,10.561983735470065,69.03329525160188,118.34673761053178
1,12,11.34279141138402,73.80250318594756,124.17292875234322
2,12,14.58375549928545,69.43213206293814,147.46801374521624
3,12,16.08506594254781,58.49896305183491,163.8865409262712
4,12,17.48152452395596,59.64547318736316,164.21645755578135
5,12,21.358462456932735,53.5005460359185,192.19837056929046
6,12,20.714030971930093,41.27733555696973,195.39410431219738
7,12,18.273439072369378,41.372237931763564,181.9794282379357
8,12,20.459453788710892,39.08229838991768,189.0190767316877
9,12,17.685666853618695,35.28310971880983,172.71750815823347
10,12,16.62572423767792,25.268334805924685,178.00446323076008
11,12,13.847448134872433,36.43981138945601,145.07121261969414
12,12,8.342009978155858,29.489484705542804,125.62611037516633
13,12,6.291447468580852,30.869248857521445,100.66626738487531
14,12,6.494587210246526,34.68270011601041,103.44957387643612
15,12,4.149672719001458,31.917483106750687,93.33288453752934
16,12,1.2979427742273217,42.281779865663474,82.17219093860692
17,12,0.5753965037268793,42.98824586785867,75.16414144383572
18,12,2.55532979157685,45.517072296764034,77.24843939029101
19,12,-0.8424010405623445,58.043618368827396,60.75377632553264
20,12,2.4339407244956903,67.45836929400903,74.21837975453154
21,12,2.5245468832667344,67.76628249116011,70.86520111701452
22,12,4.564637593545556,71.93539590139092,74.93359929596386
23,12,9.609363252949164,66.71536349296987,111.0613825169051
0,13,11.65083269797606,62.011901354157715,126.75875078694075
1,13,14.215209723026485,76.76920413628058,129.11736504386624
2,13,17.61095761430866,77.59308252271256,156.09348077483685
3,13,17.113075495130992,71.85616949257935,158.10741981274256
4,13,20.024159980434312,58.32107030510125,181.84573228693625
5,13,19.03872474970377,49.403209208406196,181.54589289304366
6,13,20.648332704976884,44.671586510902166,194.55508544500825
7,13,19.398972154155317,36.40495625987934,187.55500076436246
8,13,18.854245967829826,39.46310690794978,184.2088559598734
9,13,18.261381862739302,43.886254166681326,174.44614862099365
10,13,13.363558633533055,31.97117876495001,152.9097077070805
11,13,16.77296500239613,32.19309797596001,177.04771462883625
12,13,7.987965237000598,36.87798482152104,111.28199026660997
13,13,4.983432323399327,28.661006915056632,112.38226765421443
14,13,7.316221747000139,42.857149207909195,107.04982975381779
15,13,4.512257576060401,45.81833641375631,88.83086097334277
16,13,2.5879855962599283,39.34444330659758,85.91533971048351
17,13,1.5974327556378751,41.93594777785353,69.9118835646169
18,13,-0.024493545693829246,53.48619023195156,59.05432179582406
19,13,-1.4537670058623477,53.438756189456114,52.10683038050455
20,13,1.4913550785430671,54.21722391466332,70.58091810661382
21,13,1.5746087651102993,70.54832889134585,61.50712312720965
22,13,6.950239466835499,73.40274501207416,101.05541825633678
23,13,7.117694785970507,70.09607454459916,106.93732878901751
0,14,8.349005606414977,63.68567623135911,99.792222302655
1,14,11.94541876771922,63.170885269694445,133.45145517860277
2,14,15.82586290855125,67.85665451778453,154.49430447925187
3,14,15.943618706257526,61.64278045120579,158.68269712950575
4,14,17.015813246711524,58.29453533929196,161.30148513629757
5,14,20.146632685874508,60.28619667735043,179.02884554279532
6,14,20.489933142217446,53.66589658711279,181.87534414364234
7,14,18.645371912148427,51.71433250043765,174.92763141761984
8,14,17.718177426607742,35.04688388311372,173.67787408599037
9,14,17.53516768658075,34.14190653283549,177.1020088701787
10,14,12.103831317005351,36.474400401611796,139.76794782769554
11,14,9.773262902272098,32.92187517928309,133.99289460160344
12,14,8.56311155749513,37.661901912938106,117.74169838550777
13,14,6.984915245551097,32.78416700373898,116.97838408381782
14,14,5.621815131196012,41.92003744483898,98.75195912884612
15,14,5.8796446220336325,38.55795338488475,104.50108034523299
16,14,3.0550652085596566,45.310837237943296,89.36755702780616
17,14,0.0208646771824611,43.206044364027306,76.78927762153151
18,14,-0.03803241580537766,50.07143605941994,52.13409694616069
19,14,-1.6643169921663024,59.73110292124778,47.982634846284995
20,14,1.3027196901708347,68.06489085296528,62.30546860096708
21,14,2.351614910294246,67.78832037028472,73.0944856463708
22,14,5.645437120676175,66.90464921601567,81.52308847460037
23,14,5.757347661870138,76.20519167342307,83.18548998761284
0,15,11.038693028482344,59.0401067186006,126.32519779639696
1,15,15.653668277030363,62.20734401824701,150.17730103468685
2,15,14.782479703086285,70.7286791940307,145.43615095051655
3,15,17.874491256063358,64.21267740499657,166.55556402412455
4,15,20.04054202126661,63.02756825562083,179.04215218194634
5,15,18.856817319119013,55.49841851421013,177.16241218453814
6,15,20.448184963620832,52.854728473019364,186.09225944822632
7,15,19.684443064454275,40.75160499298364,191.02948653729206
8,15,18.85560623494205,42.852430430398464,170.3154566645343
9,15,15.525048244154542,40.829937017306975,172.00300795884087
10,15,15.049020348517885,38.78224494396739,149.83156901620413
11,15,13.584187033516109,40.74925494746213,144.73868906035224
12,15,12.902287215590086,31.220492217511932,147.76738598594375
13,15,9.330351201145206,32.05103890845452,131.40111055592277
14,15,9.306364915023115,25.06362960344198,114.02367531939652
15,15,1.39423706235843,33.20080737057692,83.15909219492906
16,15,3.0843872355969744,39.03458962996693,91.20636252223571
17,15,0.7074257485860188,50.07521685933136,73.8128526305161
18,15,4.3796058664353446,46.944994379551844,84.93888384991351
19,15,-1.2758548336009876,59.15808100079457,52.87825063393193
20,15,-0.33969772220593764,59.9918914151831,56.56457099907124
21,15,1.7301468972464784,63.25629504815714,67.98814588265793
22,15,0.7522085513803827,68.56497792135505,59.31942104258221
23,15,6.360299505613262,67.36273466451715,91.08567893242792
0,16,8.481734676892604,67.85481375953667,110.65315111483652
1,16,12.888978023977623,60.7945869968308,137.29386393886162
2,16,15.683511951554319,66.08073703904931,152.83512377619928
3,16,20.823409490297248,61.74229489298732,181.38703976536226
4,16,20.561101714216488,57.4200950532546,186.2774080880375
5,16,18.50545095156588,57.26074621500062,177.94720990399475
6,16,18.203170657303286,53.293159763952545,165.66069030520964
7,16,20.643096605903697,45.98459162116123,185.61089722975674
8,16,16.019787623803104,44.97707595224738,165.113774393286
9,16,20.733985343574183,38.735674005420876,191.25976989958923
10,16,17.358880241442574,31.20421097528302,172.84184285048119
11,16,11.6498391468158,28.36720204564673,151.21390351722238
12,16,6.573730941818247,31.564111183834232,126.98634095862711
13,16,10.119554297305617,33.550319023728136,132.16523130154746
14,16,4.770920309494767,39.66871345946871,99.44194997873053
15,16,5.4045648120814525,41.81372960096952,103.29217272357869
16,16,-1.8491093554331162,37.292634967464146,54.118682925240776
17,16,-0.8580083087982304,44.31358769731328,64.03625104665358
18,16,0.010487399436366332,53.35508902458884,68.270071612225
19,16,0.43470292463879945,60.516369792345266,59.04030147812511
20,16,0.4396150191971272,64.69484734352396,55.05759448686945
21,16,4.17463205282952,63.82274645957422,80.96169117199614
22,16,2.8647591412348077,61.050394813546184,78.49517113339135
23,16,7.127050578932197,64.3238346445534,96.34188371178178
0,17,10.240591263423799,71.36316757159707,126.00217891157521
1,17,13.617068119142706,71.0296444229031,132.76522693024748
2,17,16.42322975617778,61.82711120851684,150.43429641949763
3,17,14.821783628189737,64.36498367817731,148.52938751837246
4,17,15.592025696373142,63.15612178485892,159.5816248158031
5,17,22.214611906687704,49.4202476145147,196.10926523406303
6,17,20.66462802395918,55.52498600902207,187.9886167155049
7,17,18.162285189777577,42.93596335515046,174.64514956253754
8,17,21.762557988889434,46.28806556288326,201.76745343286748
9,17,17.302417080451193,33.19060214738955,179.79640728001888
10,17,17.358594368127655,27.546364509890335,183.25829743008114
11,17,12.723227413845427,28.390798525010034,153.83473142012318
12,17,14.121495849763976,29.524259384613398,159.9697697451571
13,17,10.922491233861201,28.739083940361226,133.28946094971403
14,17,4.502071703041856,31.599484816445656,99.25356402353864
15,17,4.87207409004324,37.52769012464999,105.25786055380588
16,17,2.630497861325913,39.144103151017994,92.71889342969601
17,17,3.0780048521740127,44.493057128189555,77.74890943528922
18,17,-1.929846921160209,41.45386800398701,60.87251173152452
19,17,1.712844657106194,57.13487098210277,68.18281052916277
20,17,3.45659493585479,59.55398351154166,75.36057153883444
21,17,-0.5885467847117059,72.1936005261453,55.31359647828059
22,17,2.6334829746684463,62.62268223941897,82.5608884154598
23,17,3.3333451934545826,60.27703988328379,86.19832794102678
0,18,9.461186331110884,73.09034246965021,109.16319817113414
1,18,14.023274962617132,71.05115161734638,139.7532953551135
2,18,18.004714104192058,62.278342973033034,162.08451816653925
3,18,17.219257372705027,56.49339084871049,166.9812307546884
4,18,21.917485128986968,67.68698365342145,191.3865163583472
5,18,16.8990553464609,62.246932855084324,152.6452702711489
6,18,16.59323512128969,37.562716206469354,178.17107899591397
7,18,19.548162865097446,42.53250395166708,178.43854600469203
8,18,19.428384935723003,48.3209602739195,187.78333713222193
9,18,17.00567831567729,33.477551587379715,172.17555554719777
10,18,10.865115799920247,30.226430754177965,138.12400673447985
11,18,12.409950371999633,29.26768683607179,153.48044502843123
12,18,7.391060998990295,24.395515131159204,126.5783977450839
13,18,8.751154646634868,22.15760475307841,125.09284589080164
14,18,5.7331964921936995,37.94222847798497,98.42986943613406
15,18,1.0491726154798184,26.643179845030666,83.91579790556187
16,18,0.31201212748223095,41.23635726054377,66.2611932184389
17,18,-1.7776853066685878,49.25651656173784,51.51669205827932
18,18,-0.12535819454634375,42.7438685054942,68.57937872662836
19,18,2.251026378111792,50.55503888907505,71.48899601185525
20,18,-0.631706130515473,66.06589594195795,57.28096378873198
21,18,3.9370252191702115,66.80659422486615,86.66147915096991
22,18,3.939484763255115,64.23407954129434,81.8376069711255
23,18,5.826063884450095,75.32976154258722,89.52800350985956
0,19,9.785939280090885,76.03267861727151,121.0038407559961
1,19,10.51770580618646,70.66377999085991,113.90682389964084
2,19,13.892701389305635,62.81970693632045,149.00982945427165
3,19,14.675312026687779,62.074892106371976,154.76446988168078
4,19,22.589704303677163,61.43193371977695,195.16439539221062
5,19,19.729785366834143,54.233406756312974,187.65022097256806
6,19,18.60054898401483,54.694785891174256,177.0582268042801
7,19,20.08721808435913,37.174748697402904,188.59332685798856
8,19,18.43559793846273,32.52868235466882,190.04676900892647
9,19,16.62912861279903,36.76221993368121,177.4998119675845
10,19,16.22833340008685,30.221769855276705,176.55735158026235
11,19,14.103205871119819,27.546240400729925,159.55361001785553
12,19,8.938997704778947,21.159716404128012,130.53415775376408
13,19,6.2601730676854315,30.77921269820954,114.27987980885524
14,19,4.449896605696715,32.415716384307395,105.75277492416906
15,19,-1.6749101413366407,39.12525928602774,70.11351078773727
16,19,-1.6906361622414865,40.34453066560485,60.56591918277279
17,19,3.0744902719983647,44.1605987067471,85.20975822436455
18,19,3.2899354270025674,55.88500318395168,71.96328402060722
19,19,-0.15733034200344131,48.614044384807656,70.17181834971753
20,19,2.492859888267147,62.68194609423788,68.5465285727471
21,19,3.5514324972215947,55.78639979975421,86.71917157222313
22,19,11.157761616910472,63.128698675684724,113.47793585975919
23,19,9.650959371843937,63.255230862664796,119.19607050903211
0,20,9.744164817038467,73.90971267725959,113.37514369667639
1,20,10.677109569824356,68.9914653578044,117.57121714316007
2,20,11.787107359484855,67.25299185272388,133.76582277646497
3,20,17.47799508359992,58.608470685083695,162.20499942829656
4,20,17.14755254727578,58.50153252033555,168.89502570128116
5,20,16.814750843695336,51.35905438550486,166.68292791171132
6,20,18.706854231514946,51.91727507427108,168.97039799229088
7,20,17.496162255661893,39.86816342129152,172.2939066281497
8,20,22.034537307989517,46.64897182602539,193.35638112134288
9,20,18.834347325764377,27.47996212814858,194.34376849535596
10,20,14.984054717366766,28.646892762028422,170.10254535846576
11,20,15.548078728805262,39.06748602404911,168.91414814463766
12,20,10.154736615295239,27.82430626018983,145.12970602653056
